locus_id,gene,product,EC_number,extremophile
NZ_QGGM01000008.1,rapL,L-lysine cyclodeaminase,4.3.1.28,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,grxD,Glutaredoxin-4,,Psychrobacter
NZ_QGGM01000008.1,ispF,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,4.6.1.12,Psychrobacter
NZ_QGGM01000008.1,mnmA,tRNA-specific 2-thiouridylase MnmA,2.8.1.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,purB,Adenylosuccinate lyase,4.3.2.2,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,putative ribosomal oxygenase,1.14.11.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,putA,Bifunctional protein PutA,,Psychrobacter
NZ_QGGM01000008.1,yicO,Putative permease YicO,,Psychrobacter
NZ_QGGM01000008.1,exbB_3,Biopolymer transport protein ExbB,,Psychrobacter
NZ_QGGM01000008.1,exbD_2,Biopolymer transport protein ExbD,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,tolB_1,Protein TolB,,Psychrobacter
NZ_QGGM01000008.1,cycA,Cytochrome c-552 precursor,,Psychrobacter
NZ_QGGM01000008.1,rebO,Flavin-dependent L-tryptophan oxidase RebO precursor,1.4.3.23,Psychrobacter
NZ_QGGM01000008.1,fdhC,Fructose dehydrogenase cytochrome subunit precursor,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,pnpB,p-benzoquinone reductase,1.6.5.2,Psychrobacter
NZ_QGGM01000008.1,yfiH,Laccase domain protein YfiH,,Psychrobacter
NZ_QGGM01000008.1,rluD,Ribosomal large subunit pseudouridine synthase D,5.4.99.23,Psychrobacter
NZ_QGGM01000008.1,bamD,Outer membrane protein assembly factor BamD precursor,,Psychrobacter
NZ_QGGM01000008.1,dnaG,DNA primase,2.7.7.-,Psychrobacter
NZ_QGGM01000008.1,rpoD,RNA polymerase sigma factor RpoD,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,map_1,Methionine aminopeptidase,3.4.11.18,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,tenA,Thiaminase-2,3.5.99.2,Psychrobacter
NZ_QGGM01000008.1,tam_1,Trans-aconitate 2-methyltransferase,2.1.1.144,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha,1.17.4.1,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,yafN,Antitoxin YafN,,Psychrobacter
NZ_QGGM01000008.1,relE,mRNA interferase RelE,3.1.-.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,nrdB,Ribonucleoside-diphosphate reductase 1 subunit beta,1.17.4.1,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,mucD_2,putative periplasmic serine endoprotease DegP-like precursor,3.4.21.107,Psychrobacter
NZ_QGGM01000008.1,,Putative GTP cyclohydrolase 1 type 2,3.5.4.16,Psychrobacter
NZ_QGGM01000008.1,mltF,Membrane-bound lytic murein transglycosylase F precursor,4.2.2.-,Psychrobacter
NZ_QGGM01000008.1,mltD,Membrane-bound lytic murein transglycosylase D precursor,4.2.2.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,tlyC,Hemolysin C,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,secD,Protein translocase subunit SecD,,Psychrobacter
NZ_QGGM01000008.1,secF,Protein-export membrane protein SecF,,Psychrobacter
NZ_QGGM01000008.1,dinF,DNA-damage-inducible protein F,,Psychrobacter
NZ_QGGM01000008.1,ygaZ,Inner membrane protein YgaZ,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,purF,Amidophosphoribosyltransferase,2.4.2.14,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,pyrD,Dihydroorotate dehydrogenase (quinone),1.3.5.2,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,sixA,Phosphohistidine phosphatase SixA,3.1.3.-,Psychrobacter
NZ_QGGM01000008.1,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],1.1.1.94,Psychrobacter
NZ_QGGM01000008.1,ydjA,Putative NAD(P)H nitroreductase YdjA,1.-.-.-,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,xseA,Exodeoxyribonuclease 7 large subunit,3.1.11.6,Psychrobacter
NZ_QGGM01000008.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000008.1,pncB2,Nicotinate phosphoribosyltransferase 2,6.3.4.21,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,rlmJ,Ribosomal RNA large subunit methyltransferase J,2.1.1.266,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,dapE,Succinyl-diaminopimelate desuccinylase,3.5.1.18,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,pntB,NAD(P) transhydrogenase subunit beta,1.6.1.2,Psychrobacter
NZ_QGGM01000009.1,pntA,NAD(P) transhydrogenase subunit alpha,1.6.1.2,Psychrobacter
NZ_QGGM01000009.1,pntAA,NAD(P) transhydrogenase subunit alpha part 1,1.6.1.2,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,groL,60 kDa chaperonin,,Psychrobacter
NZ_QGGM01000009.1,groS,10 kDa chaperonin,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,NAD(P)H dehydrogenase (quinone),1.6.5.2,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,stcE,Metalloprotease StcE precursor,3.4.24.-,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,nhaP,Na(+)/H(+) antiporter NhaP,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,pyrC_2,Dihydroorotase,3.5.2.3,Psychrobacter
NZ_QGGM01000009.1,pyrB,Aspartate carbamoyltransferase,2.1.3.2,Psychrobacter
NZ_QGGM01000009.1,fbp,Fructose-1%2C6-bisphosphatase class 1,3.1.3.11,Psychrobacter
NZ_QGGM01000009.1,aviRb,23S rRNA (uridine(2479)-2'-O)-methyltransferase,2.1.1.208,Psychrobacter
NZ_QGGM01000009.1,etfA,Electron transfer flavoprotein subunit alpha,,Psychrobacter
NZ_QGGM01000009.1,etfB,Electron transfer flavoprotein subunit beta,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,cspV,Cold shock protein CspV,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,ilvC,Ketol-acid reductoisomerase,1.1.1.86,Psychrobacter
NZ_QGGM01000009.1,ilvH,Acetolactate synthase isozyme 3 small subunit,2.2.1.6,Psychrobacter
NZ_QGGM01000009.1,ilvI,Acetolactate synthase isozyme 3 large subunit,2.2.1.6,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr,,Psychrobacter
NZ_QGGM01000009.1,queG,Epoxyqueuosine reductase,1.1.-.-,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,acpP,Acyl carrier protein,,Psychrobacter
NZ_QGGM01000009.1,fabG_5,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1.1.1.100,Psychrobacter
NZ_QGGM01000009.1,fabD,Malonyl CoA-acyl carrier protein transacylase,2.3.1.39,Psychrobacter
NZ_QGGM01000009.1,rpmF,50S ribosomal protein L32,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,epmC,Elongation factor P hydroxylase,1.14.-.-,Psychrobacter
NZ_QGGM01000009.1,ywlC,Threonylcarbamoyl-AMP synthase,2.7.7.87,Psychrobacter
NZ_QGGM01000009.1,rplQ,50S ribosomal protein L17,,Psychrobacter
NZ_QGGM01000009.1,rpoA,DNA-directed RNA polymerase subunit alpha,2.7.7.6,Psychrobacter
NZ_QGGM01000009.1,rpsD,30S ribosomal protein S4,,Psychrobacter
NZ_QGGM01000009.1,rpsK,30S ribosomal protein S11,,Psychrobacter
NZ_QGGM01000009.1,rpsM,30S ribosomal protein S13,,Psychrobacter
NZ_QGGM01000009.1,rpmJ,50S ribosomal protein L36,,Psychrobacter
NZ_QGGM01000009.1,secY,Protein translocase subunit SecY,,Psychrobacter
NZ_QGGM01000009.1,rplO,50S ribosomal protein L15,,Psychrobacter
NZ_QGGM01000009.1,rpmD,50S ribosomal protein L30,,Psychrobacter
NZ_QGGM01000009.1,rpsE,30S ribosomal protein S5,,Psychrobacter
NZ_QGGM01000009.1,rplR,50S ribosomal protein L18,,Psychrobacter
NZ_QGGM01000009.1,rplF,50S ribosomal protein L6,,Psychrobacter
NZ_QGGM01000009.1,rpsH,30S ribosomal protein S8,,Psychrobacter
NZ_QGGM01000009.1,rpsN,30S ribosomal protein S14,,Psychrobacter
NZ_QGGM01000009.1,rplE,50S ribosomal protein L5,,Psychrobacter
NZ_QGGM01000009.1,rplX,50S ribosomal protein L24,,Psychrobacter
NZ_QGGM01000009.1,rplN,50S ribosomal protein L14,,Psychrobacter
NZ_QGGM01000009.1,rpsQ,30S ribosomal protein S17,,Psychrobacter
NZ_QGGM01000009.1,rpmC,50S ribosomal protein L29,,Psychrobacter
NZ_QGGM01000009.1,rplP,50S ribosomal protein L16,,Psychrobacter
NZ_QGGM01000009.1,rpsC,30S ribosomal protein S3,,Psychrobacter
NZ_QGGM01000009.1,rplV,50S ribosomal protein L22,,Psychrobacter
NZ_QGGM01000009.1,rpsS,30S ribosomal protein S19,,Psychrobacter
NZ_QGGM01000009.1,rplB,50S ribosomal protein L2,,Psychrobacter
NZ_QGGM01000009.1,rplW,50S ribosomal protein L23,,Psychrobacter
NZ_QGGM01000009.1,rplD,50S ribosomal protein L4,,Psychrobacter
NZ_QGGM01000009.1,rplC,50S ribosomal protein L3,,Psychrobacter
NZ_QGGM01000009.1,rpsJ,30S ribosomal protein S10,,Psychrobacter
NZ_QGGM01000009.1,rng,Ribonuclease G,3.1.26.-,Psychrobacter
NZ_QGGM01000009.1,yhdE,Maf-like protein YhdE,,Psychrobacter
NZ_QGGM01000009.1,mreD,Rod shape-determining protein MreD,,Psychrobacter
NZ_QGGM01000009.1,mreC,Cell shape-determining protein MreC,,Psychrobacter
NZ_QGGM01000009.1,mreB,Rod shape-determining protein MreB,,Psychrobacter
NZ_QGGM01000009.1,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,6.3.5.-,Psychrobacter
NZ_QGGM01000009.1,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,6.3.5.-,Psychrobacter
NZ_QGGM01000009.1,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,6.3.5.-,Psychrobacter
NZ_QGGM01000009.1,,tRNA-Pro(ggg),,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,ydhR,Putative monooxygenase YdhR,1.-.-.-,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,folC,Bifunctional protein FolC,,Psychrobacter
NZ_QGGM01000009.1,accD,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,6.4.1.2,Psychrobacter
NZ_QGGM01000009.1,trpA,Tryptophan synthase alpha chain,4.2.1.20,Psychrobacter
NZ_QGGM01000009.1,trpB_2,Tryptophan synthase beta chain,4.2.1.20,Psychrobacter
NZ_QGGM01000009.1,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,5.3.1.24,Psychrobacter
NZ_QGGM01000009.1,phrB,Deoxyribodipyrimidine photo-lyase,4.1.99.3,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,proS,Proline--tRNA ligase,6.1.1.15,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,1.7.1.13,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,yadH,Inner membrane transport permease YadH,,Psychrobacter
NZ_QGGM01000009.1,drrA,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,3.6.3.-,Psychrobacter
NZ_QGGM01000009.1,,Cytochrome c-555 precursor,,Psychrobacter
NZ_QGGM01000009.1,,tRNA-Arg(ccg),,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,cobB,NAD-dependent protein deacylase,3.5.1.-,Psychrobacter
NZ_QGGM01000009.1,,Adenine deaminase,3.5.4.2,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,alsT_1,Amino-acid carrier protein AlsT,,Psychrobacter
NZ_QGGM01000009.1,,Immunogenic protein MPT70 precursor,,Psychrobacter
NZ_QGGM01000009.1,,Immunogenic protein MPT70 precursor,,Psychrobacter
NZ_QGGM01000009.1,,Immunogenic protein MPT70 precursor,,Psychrobacter
NZ_QGGM01000009.1,metH,Methionine synthase,2.1.1.13,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,bspRIM,Modification methylase BspRI,2.1.1.37,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000009.1,yqiK,Inner membrane protein YqiK,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,rnz,Ribonuclease Z,3.1.26.11,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,gstB_3,Glutathione S-transferase GstB,2.5.1.18,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,gyrA,DNA gyrase subunit A,5.99.1.3,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,ubiG_2,Ubiquinone biosynthesis O-methyltransferase,2.1.1.222,Psychrobacter
NZ_QGGM01000010.1,potA_2,Spermidine/putrescine import ATP-binding protein PotA,3.6.3.31,Psychrobacter
NZ_QGGM01000010.1,cysW_2,Sulfate transport system permease protein CysW,,Psychrobacter
NZ_QGGM01000010.1,,putative binding protein component of ABC iron transporter precursor,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,waaA,3-deoxy-D-manno-octulosonic acid transferase,2.4.99.12,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,cls_3,Cardiolipin synthase,2.7.8.-,Psychrobacter
NZ_QGGM01000010.1,,tRNA-Val(tac),,Psychrobacter
NZ_QGGM01000010.1,,tRNA-Asp(gtc),,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,mcrB_2,5-methylcytosine-specific restriction enzyme B,3.1.21.-,Psychrobacter
NZ_QGGM01000010.1,hsdR_1,Type-1 restriction enzyme R protein,3.1.21.3,Psychrobacter
NZ_QGGM01000010.1,hsdS_1,Type-1 restriction enzyme EcoKI specificity protein,,Psychrobacter
NZ_QGGM01000010.1,,putative type I restriction enzymeP M protein,2.1.1.72,Psychrobacter
NZ_QGGM01000010.1,recD2_3,ATP-dependent RecD-like DNA helicase,3.6.4.12,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,rapA_1,RNA polymerase-associated protein RapA,3.6.4.-,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,xerC_2,Tyrosine recombinase XerC,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,xerC_3,Tyrosine recombinase XerC,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,rssA_1,NTE family protein RssA,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,crfC,Clamp-binding protein CrfC,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,cuyA,L-cysteate sulfo-lyase,4.4.1.25,Psychrobacter
NZ_QGGM01000010.1,cysW_3,Sulfate transport system permease protein CysW,,Psychrobacter
NZ_QGGM01000010.1,mltB_1,Membrane-bound lytic murein transglycosylase B precursor,4.2.2.-,Psychrobacter
NZ_QGGM01000010.1,nlpD,Murein hydrolase activator NlpD precursor,,Psychrobacter
NZ_QGGM01000010.1,surE,5'-nucleotidase SurE,3.1.3.5,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,dacC,D-alanyl-D-alanine carboxypeptidase DacC precursor,3.4.16.4,Psychrobacter
NZ_QGGM01000010.1,luxQ_2,Autoinducer 2 sensor kinase/phosphatase LuxQ,2.7.13.3,Psychrobacter
NZ_QGGM01000010.1,der_2,GTPase Der,,Psychrobacter
NZ_QGGM01000010.1,bamB,Outer membrane protein assembly factor BamB precursor,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,hisS,Histidine--tRNA ligase,6.1.1.21,Psychrobacter
NZ_QGGM01000010.1,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,1.17.7.1,Psychrobacter
NZ_QGGM01000010.1,rodZ,Cytoskeleton protein RodZ,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,rlmN,Dual-specificity RNA methyltransferase RlmN,2.1.1.-,Psychrobacter
NZ_QGGM01000010.1,ndk,Nucleoside diphosphate kinase,2.7.4.6,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,purA,Adenylosuccinate synthetase,6.3.4.4,Psychrobacter
NZ_QGGM01000010.1,hisZ,ATP phosphoribosyltransferase regulatory subunit,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,corA,Magnesium transport protein CorA,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,psiE,Protein PsiE,,Psychrobacter
NZ_QGGM01000010.1,folD,Bifunctional protein FolD protein,,Psychrobacter
NZ_QGGM01000010.1,fdtB,dTDP-3-amino-3%2C6-dideoxy-alpha-D-galactopyranose transaminase,2.6.1.90,Psychrobacter
NZ_QGGM01000010.1,epsL,putative sugar transferase EpsL,2.-.-.-,Psychrobacter
NZ_QGGM01000010.1,neoD,2-deoxystreptamine N-acetyl-D-glucosaminyltransferase,2.4.1.283,Psychrobacter
NZ_QGGM01000010.1,epsE_4,Putative glycosyltransferase EpsE,2.4.-.-,Psychrobacter
NZ_QGGM01000010.1,epsG_2,Transmembrane protein EpsG,,Psychrobacter
NZ_QGGM01000010.1,epsF_3,Putative glycosyltransferase EpsF,2.4.-.-,Psychrobacter
NZ_QGGM01000010.1,epsH_2,Putative glycosyltransferase EpsH,2.4.-.-,Psychrobacter
NZ_QGGM01000010.1,epsI,Putative pyruvyl transferase EpsI,2.-.-.-,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,epsJ,putative glycosyltransferase EpsJ,2.4.-.-,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000010.1,pglF,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,4.2.1.135,Psychrobacter
NZ_QGGM01000010.1,ptk,Tyrosine-protein kinase ptk,2.7.10.-,Psychrobacter
NZ_QGGM01000010.1,ptp,Low molecular weight protein-tyrosine-phosphatase ptp,3.1.3.48,Psychrobacter
NZ_QGGM01000010.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,czcD_1,Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,kefC,Glutathione-regulated potassium-efflux system protein KefC,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,trmB_2,tRNA (guanine-N(7)-)-methyltransferase,2.1.1.33,Psychrobacter
NZ_QGGM01000011.1,recA,Protein RecA,,Psychrobacter
NZ_QGGM01000011.1,recX,Regulatory protein RecX,,Psychrobacter
NZ_QGGM01000011.1,yflS,Putative malate transporter YflS,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,cptB,Antitoxin CptB,,Psychrobacter
NZ_QGGM01000011.1,folP,Dihydropteroate synthase,2.5.1.15,Psychrobacter
NZ_QGGM01000011.1,ftsH,ATP-dependent zinc metalloprotease FtsH,3.4.24.-,Psychrobacter
NZ_QGGM01000011.1,rlmE,Ribosomal RNA large subunit methyltransferase E,2.1.1.166,Psychrobacter
NZ_QGGM01000011.1,yhbY,RNA-binding protein YhbY,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,lpxC,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,3.5.1.-,Psychrobacter
NZ_QGGM01000011.1,ftsZ,Cell division protein FtsZ,,Psychrobacter
NZ_QGGM01000011.1,ftsA,Cell division protein FtsA,,Psychrobacter
NZ_QGGM01000011.1,ftsQ,Cell division protein FtsQ,,Psychrobacter
NZ_QGGM01000011.1,ddl,D-alanine--D-alanine ligase,6.3.2.4,Psychrobacter
NZ_QGGM01000011.1,murC,UDP-N-acetylmuramate--L-alanine ligase,6.3.2.8,Psychrobacter
NZ_QGGM01000011.1,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,2.4.1.227,Psychrobacter
NZ_QGGM01000011.1,gshB,Glutathione synthetase,6.3.2.3,Psychrobacter
NZ_QGGM01000011.1,pyrE,Orotate phosphoribosyltransferase,2.4.2.10,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,ampD,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,3.5.1.28,Psychrobacter
NZ_QGGM01000011.1,murJ,putative peptidoglycan biosynthesis protein MurJ,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,ywnH,Putative phosphinothricin acetyltransferase YwnH,2.3.1.183,Psychrobacter
NZ_QGGM01000011.1,ribF,Riboflavin biosynthesis protein RibF,,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,mdh,Malate dehydrogenase,1.1.1.37,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,slt_2,Soluble lytic murein transglycosylase precursor,4.2.2.-,Psychrobacter
NZ_QGGM01000011.1,miaB,(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB,2.-.-.-,Psychrobacter
NZ_QGGM01000011.1,,hypothetical protein,,Psychrobacter
NZ_QGGM01000011.1,rhtB,Homoserine/homoserine lactone efflux protein,,Psychrobacter
